Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,City,Category,Sub-Category,Product,Quantity,Discount,Sales,Profit
ORD-00186,2024-08-27,2024-08-28,Customer 114,Home Office,Central,Michigan,Detroit,Office Supplies,Storage,Printer Paper,10,0.05,528.12,67.28
ORD-00187,2025-12-17,2025-12-19,Customer 099,Corporate,South,Virginia,Richmond,Technology,Machines,Monitor,5,0.2,488.11,13.66
ORD-00188,2024-08-10,2024-08-12,Customer 112,Home Office,South,Tennessee,Nashville,Furniture,Bookcases,Desk,5,0.05,2789.04,103.08
ORD-00189,2023-04-22,2023-04-26,Customer 177,Corporate,Central,Minnesota,Minneapolis,Technology,Machines,Monitor,3,0.15,527.55,31.42
ORD-00190,2024-04-15,2024-04-20,Customer 085,Corporate,West,Colorado,Denver,Technology,Accessories,Keyboard,9,0.0,5643.84,1313.66
ORD-00191,2023-07-31,2023-08-03,Customer 123,Corporate,South,Virginia,Richmond,Office Supplies,Envelopes,Printer Paper,9,0.1,493.68,15.46
ORD-00192,2025-12-06,2025-12-10,Customer 010,Consumer,South,Tennessee,Nashville,Furniture,Furnishings,Office Chair,7,0.1,3819.48,-172.04
ORD-00193,2024-12-26,2024-12-27,Customer 001,Corporate,West,Arizona,Phoenix,Office Supplies,Storage,Pen Set,1,0.15,87.0,-1.41
ORD-00194,2025-10-03,2025-10-05,Customer 183,Consumer,Central,Texas,Houston,Technology,Machines,Laptop,6,0.1,2345.57,317.91
ORD-00195,2023-07-11,2023-07-12,Customer 134,Consumer,West,Washington,Seattle,Technology,Copiers,Printer,3,0.15,2289.57,197.15
ORD-00196,2025-06-07,2025-06-08,Customer 148,Consumer,South,North Carolina,Charlotte,Furniture,Chairs,Bookshelf,8,0.0,4035.88,779.26
ORD-00197,2024-03-27,2024-03-31,Customer 145,Home Office,West,Oregon,Portland,Furniture,Furnishings,Bookshelf,7,0.1,364.84,1.51
ORD-00198,2025-06-20,2025-06-21,Customer 141,Consumer,West,Arizona,Phoenix,Furniture,Tables,Bookshelf,2,0.1,722.9,-36.09
ORD-00199,2024-01-26,2024-01-29,Customer 218,Home Office,Central,Missouri,St. Louis,Technology,Phones,Smartphone,9,0.2,6679.77,547.59
ORD-00200,2024-02-29,2024-03-01,Customer 157,Corporate,West,Arizona,Phoenix,Technology,Machines,Smartphone,3,0.1,1111.57,121.47
ORD-00201,2023-08-18,2023-08-22,Customer 002,Corporate,West,Arizona,Phoenix,Furniture,Furnishings,Bookshelf,5,0.2,3423.75,-456.95
ORD-00202,2024-02-17,2024-02-21,Customer 068,Corporate,South,Georgia,Atlanta,Furniture,Chairs,Bookshelf,5,0.1,2216.5,57.6
ORD-00203,2025-10-27,2025-10-28,Customer 132,Home Office,West,Oregon,Portland,Office Supplies,Art,Notebook,10,0.1,1222.59,104.98
ORD-00204,2024-01-14,2024-01-15,Customer 063,Corporate,West,Oregon,Portland,Furniture,Chairs,Bookshelf,10,0.0,2090.87,266.47
ORD-00205,2025-01-06,2025-01-07,Customer 063,Consumer,East,Ohio,Columbus,Technology,Copiers,Monitor,3,0.05,720.56,94.16
ORD-00206,2024-08-11,2024-08-14,Customer 037,Consumer,Central,Texas,Houston,Technology,Machines,Mouse,10,0.15,3947.26,-241.91
ORD-00207,2024-10-10,2024-10-12,Customer 185,Corporate,Central,Missouri,St. Louis,Furniture,Tables,Bookshelf,6,0.0,2346.88,253.52
ORD-00208,2025-02-10,2025-02-15,Customer 242,Consumer,West,Arizona,Phoenix,Technology,Phones,Monitor,2,0.15,837.21,-40.44
ORD-00209,2024-03-30,2024-04-02,Customer 133,Consumer,South,Virginia,Richmond,Furniture,Furnishings,Cabinet,8,0.3,1326.77,-329.72
ORD-00210,2024-09-13,2024-09-15,Customer 076,Consumer,West,Washington,Seattle,Office Supplies,Binders,Notebook,9,0.1,618.69,14.83
ORD-00211,2024-04-15,2024-04-18,Customer 033,Corporate,West,California,Los Angeles,Technology,Phones,Keyboard,4,0.1,805.88,38.35
ORD-00212,2024-12-21,2024-12-24,Customer 143,Corporate,Central,Minnesota,Minneapolis,Technology,Accessories,Printer,2,0.05,787.85,124.62
ORD-00213,2024-02-16,2024-02-19,Customer 064,Corporate,Central,Texas,Houston,Furniture,Bookcases,Bookshelf,10,0.2,4208.47,-371.42
ORD-00214,2025-07-13,2025-07-15,Customer 029,Consumer,West,Colorado,Denver,Furniture,Chairs,Bookshelf,1,0.2,610.69,-61.1
ORD-00215,2024-02-20,2024-02-22,Customer 030,Consumer,East,New York,New York,Office Supplies,Binders,Notebook,6,0.05,449.49,48.8
ORD-00216,2023-02-26,2023-02-28,Customer 246,Consumer,South,Georgia,Atlanta,Technology,Accessories,Mouse,9,0.05,7698.18,1119.65
ORD-00217,2023-12-01,2023-12-05,Customer 092,Consumer,South,North Carolina,Charlotte,Technology,Machines,Monitor,8,0.1,1212.24,91.12
ORD-00218,2024-11-01,2024-11-05,Customer 092,Corporate,East,New York,New York,Furniture,Chairs,Desk,7,0.2,3032.59,-64.82
ORD-00219,2025-06-13,2025-06-17,Customer 057,Corporate,West,Washington,Seattle,Office Supplies,Storage,Pen Set,4,0.05,500.23,72.18
ORD-00220,2025-11-29,2025-12-04,Customer 239,Corporate,East,Massachusetts,Boston,Office Supplies,Storage,Notebook,2,0.0,278.85,35.13
ORD-00221,2023-07-14,2023-07-17,Customer 084,Consumer,Central,Texas,Houston,Furniture,Furnishings,Conference Table,4,0.1,451.57,-0.99
ORD-00222,2023-07-23,2023-07-24,Customer 248,Home Office,West,California,Los Angeles,Furniture,Tables,Cabinet,3,0.1,1478.94,78.91
ORD-00223,2024-03-30,2024-04-04,Customer 113,Corporate,South,Georgia,Atlanta,Office Supplies,Binders,Envelope Pack,6,0.15,432.88,-11.92
ORD-00224,2025-03-13,2025-03-17,Customer 207,Consumer,South,Tennessee,Nashville,Office Supplies,Storage,Envelope Pack,5,0.1,740.49,62.7
ORD-00225,2024-05-29,2024-06-03,Customer 197,Corporate,South,Georgia,Atlanta,Furniture,Furnishings,Cabinet,3,0.1,1237.95,-24.93
ORD-00226,2025-06-19,2025-06-22,Customer 075,Corporate,West,Washington,Seattle,Office Supplies,Binders,Binder,9,0.15,1267.59,85.51
ORD-00227,2023-10-04,2023-10-08,Customer 142,Consumer,West,California,Los Angeles,Office Supplies,Binders,Notebook,6,0.1,559.63,51.46
ORD-00228,2024-03-09,2024-03-10,Customer 182,Home Office,Central,Minnesota,Minneapolis,Furniture,Furnishings,Conference Table,3,0.2,1946.67,-191.0
ORD-00229,2025-05-25,2025-05-28,Customer 073,Corporate,East,New Jersey,Newark,Furniture,Tables,Office Chair,4,0.3,1871.48,-380.29
ORD-00230,2025-07-19,2025-07-22,Customer 238,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Pen Set,4,0.15,330.19,6.7
ORD-00231,2025-12-30,2026-01-03,Customer 093,Consumer,East,Ohio,Columbus,Furniture,Tables,Desk,5,0.0,2588.46,345.77
ORD-00232,2025-05-11,2025-05-15,Customer 022,Consumer,South,Virginia,Richmond,Furniture,Chairs,Cabinet,5,0.3,2325.15,-412.56
ORD-00233,2023-01-31,2023-02-03,Customer 176,Consumer,Central,Missouri,St. Louis,Furniture,Tables,Bookshelf,7,0.0,2691.74,440.02
ORD-00234,2024-06-13,2024-06-16,Customer 211,Corporate,South,Florida,Miami,Office Supplies,Labels,Notebook,8,0.05,826.5,90.96
ORD-00235,2024-03-19,2024-03-20,Customer 039,Consumer,South,Georgia,Atlanta,Technology,Machines,Printer,8,0.1,1993.82,129.39
ORD-00236,2025-12-31,2026-01-01,Customer 072,Consumer,Central,Minnesota,Minneapolis,Technology,Accessories,Printer,3,0.2,694.66,-41.17
ORD-00237,2023-07-04,2023-07-07,Customer 205,Corporate,South,North Carolina,Charlotte,Furniture,Bookcases,Cabinet,4,0.05,902.61,80.47
ORD-00238,2023-12-03,2023-12-07,Customer 217,Home Office,West,Colorado,Denver,Technology,Accessories,Smartphone,7,0.05,2689.0,482.42
ORD-00239,2025-06-05,2025-06-07,Customer 223,Consumer,Central,Texas,Houston,Office Supplies,Labels,Binder,2,0.05,79.44,9.06
ORD-00240,2024-07-18,2024-07-22,Customer 155,Corporate,East,New York,New York,Furniture,Tables,Office Chair,2,0.3,587.09,-63.14
ORD-00241,2023-04-17,2023-04-19,Customer 233,Consumer,West,Oregon,Portland,Furniture,Bookcases,Office Chair,10,0.0,3716.24,455.06
ORD-00242,2023-08-15,2023-08-18,Customer 214,Corporate,West,California,Los Angeles,Furniture,Tables,Bookshelf,1,0.1,183.84,8.63
ORD-00243,2023-06-26,2023-06-29,Customer 216,Corporate,West,Colorado,Denver,Technology,Copiers,Laptop,7,0.05,2513.14,360.6
ORD-00244,2024-01-05,2024-01-09,Customer 026,Consumer,East,Ohio,Columbus,Technology,Copiers,Printer,7,0.05,5341.94,761.38
ORD-00245,2025-07-04,2025-07-06,Customer 129,Consumer,East,New Jersey,Newark,Technology,Machines,Laptop,9,0.15,6696.88,187.02
ORD-00246,2024-10-31,2024-11-03,Customer 216,Consumer,West,California,Los Angeles,Office Supplies,Art,Envelope Pack,1,0.1,140.28,3.94
ORD-00247,2025-06-07,2025-06-09,Customer 237,Corporate,West,California,Los Angeles,Technology,Copiers,Printer,5,0.05,4516.19,679.66
ORD-00248,2023-11-07,2023-11-12,Customer 123,Home Office,East,New Jersey,Newark,Furniture,Chairs,Office Chair,2,0.0,160.84,19.68
ORD-00249,2025-08-17,2025-08-22,Customer 182,Consumer,East,Massachusetts,Boston,Office Supplies,Binders,Binder,2,0.0,248.71,45.3
ORD-00250,2024-02-09,2024-02-10,Customer 072,Consumer,East,Ohio,Columbus,Furniture,Furnishings,Office Chair,10,0.1,6664.51,-9.79
ORD-00251,2024-10-16,2024-10-21,Customer 146,Consumer,West,California,Los Angeles,Technology,Copiers,Monitor,5,0.05,3240.33,525.15
ORD-00252,2025-02-23,2025-02-24,Customer 061,Corporate,Central,Missouri,St. Louis,Technology,Copiers,Monitor,3,0.15,408.18,-6.16
ORD-00253,2024-01-16,2024-01-17,Customer 194,Consumer,South,Georgia,Atlanta,Technology,Copiers,Printer,10,0.1,4657.59,607.52
ORD-00254,2025-02-09,2025-02-12,Customer 098,Consumer,East,New Jersey,Newark,Office Supplies,Art,Printer Paper,9,0.1,431.55,14.76
ORD-00255,2023-06-20,2023-06-25,Customer 067,Corporate,Central,Illinois,Chicago,Technology,Copiers,Printer,6,0.05,1727.84,240.69
ORD-00256,2025-03-21,2025-03-22,Customer 003,Home Office,Central,Michigan,Detroit,Technology,Machines,Keyboard,8,0.05,6762.7,866.97
ORD-00257,2023-03-17,2023-03-18,Customer 249,Home Office,West,Oregon,Portland,Office Supplies,Paper,Printer Paper,5,0.0,331.04,59.5
ORD-00258,2024-08-28,2024-08-29,Customer 042,Consumer,East,Ohio,Columbus,Office Supplies,Paper,Binder,5,0.15,135.48,-3.52
ORD-00259,2025-09-04,2025-09-07,Customer 072,Corporate,East,New York,New York,Technology,Machines,Keyboard,6,0.05,4753.16,978.73
ORD-00260,2024-12-03,2024-12-07,Customer 151,Consumer,West,Oregon,Portland,Office Supplies,Labels,Notebook,5,0.1,159.86,17.97
ORD-00261,2024-02-04,2024-02-06,Customer 063,Consumer,Central,Michigan,Detroit,Furniture,Chairs,Cabinet,4,0.05,1319.47,125.7
ORD-00262,2025-07-06,2025-07-08,Customer 070,Consumer,East,Massachusetts,Boston,Furniture,Bookcases,Desk,6,0.05,3142.33,248.71
ORD-00263,2023-08-27,2023-08-28,Customer 085,Corporate,East,Massachusetts,Boston,Technology,Phones,Printer,5,0.05,563.28,100.47
ORD-00264,2024-02-19,2024-02-22,Customer 119,Corporate,South,Georgia,Atlanta,Furniture,Tables,Desk,8,0.2,5471.04,-836.12
ORD-00265,2023-12-07,2023-12-11,Customer 075,Consumer,Central,Illinois,Chicago,Technology,Phones,Laptop,1,0.1,646.21,72.84
ORD-00266,2024-05-07,2024-05-10,Customer 040,Corporate,West,Washington,Seattle,Office Supplies,Envelopes,Binder,2,0.0,125.81,20.53
ORD-00267,2025-04-24,2025-04-25,Customer 096,Consumer,Central,Missouri,St. Louis,Office Supplies,Labels,Envelope Pack,2,0.15,131.98,2.93
ORD-00268,2024-05-19,2024-05-21,Customer 125,Corporate,South,Virginia,Richmond,Office Supplies,Storage,Storage Box,6,0.15,809.47,3.13
ORD-00269,2025-05-20,2025-05-25,Customer 164,Home Office,East,New Jersey,Newark,Office Supplies,Envelopes,Binder,6,0.1,355.21,18.81
ORD-00270,2023-05-28,2023-05-30,Customer 061,Corporate,Central,Missouri,St. Louis,Technology,Machines,Keyboard,8,0.2,1614.66,-49.67
ORD-00271,2024-11-11,2024-11-15,Customer 153,Consumer,Central,Missouri,St. Louis,Office Supplies,Storage,Envelope Pack,1,0.0,85.17,14.74
ORD-00272,2025-04-16,2025-04-20,Customer 058,Home Office,East,New York,New York,Technology,Machines,Monitor,6,0.1,3325.33,320.01
ORD-00273,2023-05-09,2023-05-10,Customer 185,Consumer,West,Arizona,Phoenix,Office Supplies,Labels,Printer Paper,3,0.15,280.63,10.46
ORD-00274,2023-02-21,2023-02-26,Customer 012,Corporate,Central,Minnesota,Minneapolis,Technology,Copiers,Smartphone,3,0.0,1123.77,255.57
ORD-00275,2024-03-14,2024-03-17,Customer 011,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Paper,Printer Paper,6,0.15,816.83,-13.3
ORD-00276,2023-12-25,2023-12-30,Customer 116,Consumer,South,Virginia,Richmond,Office Supplies,Envelopes,Storage Box,5,0.15,1033.06,69.56
ORD-00277,2023-09-17,2023-09-20,Customer 238,Consumer,South,Georgia,Atlanta,Furniture,Tables,Office Chair,7,0.1,3258.62,65.76
ORD-00278,2024-05-14,2024-05-19,Customer 169,Corporate,South,Florida,Miami,Furniture,Tables,Bookshelf,6,0.2,704.72,-108.3
ORD-00279,2023-11-26,2023-11-28,Customer 008,Consumer,East,New Jersey,Newark,Technology,Machines,Printer,5,0.0,3484.2,629.83
ORD-00280,2025-07-08,2025-07-11,Customer 039,Consumer,West,Arizona,Phoenix,Technology,Machines,Mouse,3,0.2,484.11,-25.3
ORD-00281,2024-06-25,2024-06-28,Customer 146,Consumer,Central,Michigan,Detroit,Office Supplies,Paper,Binder,7,0.05,1136.72,125.41
ORD-00282,2024-08-29,2024-09-03,Customer 180,Home Office,East,Pennsylvania,Philadelphia,Furniture,Chairs,Conference Table,7,0.0,690.53,107.16
ORD-00283,2023-06-21,2023-06-23,Customer 247,Home Office,Central,Minnesota,Minneapolis,Furniture,Tables,Cabinet,10,0.0,1779.68,211.02
ORD-00284,2023-05-24,2023-05-28,Customer 157,Consumer,West,Oregon,Portland,Office Supplies,Binders,Binder,5,0.1,423.17,47.71
ORD-00285,2023-05-03,2023-05-06,Customer 240,Consumer,East,Massachusetts,Boston,Technology,Machines,Mouse,6,0.0,3505.91,849.81
ORD-00286,2023-01-09,2023-01-13,Customer 217,Home Office,East,New Jersey,Newark,Technology,Machines,Mouse,6,0.15,3843.9,427.78
ORD-00287,2023-11-02,2023-11-06,Customer 063,Consumer,South,Virginia,Richmond,Technology,Copiers,Mouse,9,0.2,894.31,63.94
ORD-00288,2023-06-28,2023-07-01,Customer 013,Consumer,Central,Texas,Houston,Furniture,Furnishings,Conference Table,9,0.05,6262.73,257.5
ORD-00289,2023-05-28,2023-05-30,Customer 193,Consumer,Central,Illinois,Chicago,Furniture,Chairs,Desk,2,0.2,806.62,-126.28
ORD-00290,2024-07-16,2024-07-19,Customer 227,Consumer,South,North Carolina,Charlotte,Furniture,Bookcases,Conference Table,1,0.2,416.77,1.82
ORD-00291,2024-08-14,2024-08-19,Customer 171,Consumer,Central,Michigan,Detroit,Office Supplies,Art,Printer Paper,8,0.2,1533.68,53.74
ORD-00292,2025-07-07,2025-07-12,Customer 137,Consumer,Central,Texas,Houston,Office Supplies,Storage,Pen Set,8,0.1,629.62,33.06
ORD-00293,2023-09-02,2023-09-07,Customer 038,Consumer,West,Colorado,Denver,Office Supplies,Labels,Pen Set,4,0.0,447.36,55.47
ORD-00294,2025-06-20,2025-06-25,Customer 173,Consumer,West,Washington,Seattle,Office Supplies,Labels,Printer Paper,3,0.15,236.7,10.32
ORD-00295,2024-05-22,2024-05-25,Customer 021,Corporate,Central,Illinois,Chicago,Office Supplies,Storage,Notebook,3,0.1,91.58,11.3
ORD-00296,2025-12-29,2025-12-30,Customer 132,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Storage Box,8,0.1,89.28,0.88
ORD-00297,2023-09-29,2023-10-02,Customer 099,Home Office,Central,Missouri,St. Louis,Furniture,Furnishings,Desk,4,0.0,2307.85,260.98
ORD-00298,2024-04-29,2024-05-04,Customer 085,Consumer,East,Massachusetts,Boston,Furniture,Furnishings,Cabinet,8,0.2,3523.11,-427.19
ORD-00299,2023-06-28,2023-07-03,Customer 069,Consumer,Central,Texas,Houston,Technology,Copiers,Printer,2,0.05,1939.99,278.73
ORD-00300,2025-09-05,2025-09-08,Customer 246,Home Office,East,New York,New York,Furniture,Chairs,Conference Table,7,0.2,2392.37,-411.17
ORD-00301,2023-08-20,2023-08-23,Customer 152,Corporate,East,Massachusetts,Boston,Furniture,Bookcases,Desk,7,0.3,3918.5,-913.61
ORD-00302,2023-11-27,2023-11-29,Customer 224,Consumer,East,Pennsylvania,Philadelphia,Technology,Machines,Mouse,3,0.15,2908.09,-164.21
ORD-00303,2025-12-18,2025-12-19,Customer 117,Corporate,South,Tennessee,Nashville,Office Supplies,Envelopes,Storage Box,3,0.15,389.38,12.93
ORD-00304,2024-11-20,2024-11-24,Customer 017,Home Office,Central,Minnesota,Minneapolis,Office Supplies,Storage,Pen Set,3,0.1,495.91,32.85
ORD-00305,2025-06-10,2025-06-14,Customer 222,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Mouse,2,0.05,1459.69,163.91
ORD-00306,2025-01-22,2025-01-27,Customer 209,Consumer,South,Virginia,Richmond,Furniture,Chairs,Desk,7,0.3,2054.35,-308.29
ORD-00307,2025-08-31,2025-09-01,Customer 134,Home Office,Central,Missouri,St. Louis,Furniture,Chairs,Cabinet,5,0.05,2167.35,17.8
ORD-00308,2024-08-15,2024-08-16,Customer 183,Corporate,West,Arizona,Phoenix,Technology,Machines,Laptop,9,0.15,4600.54,95.17
ORD-00309,2023-06-06,2023-06-09,Customer 216,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Notebook,4,0.0,601.27,113.68
ORD-00310,2025-12-15,2025-12-16,Customer 071,Corporate,West,Washington,Seattle,Furniture,Chairs,Cabinet,10,0.1,3953.21,106.7
ORD-00311,2023-09-05,2023-09-07,Customer 199,Home Office,South,Georgia,Atlanta,Furniture,Tables,Office Chair,5,0.0,3476.58,427.24
ORD-00312,2023-03-24,2023-03-25,Customer 142,Home Office,West,Oregon,Portland,Furniture,Chairs,Bookshelf,3,0.05,287.89,13.43
ORD-00313,2024-04-15,2024-04-16,Customer 123,Consumer,South,North Carolina,Charlotte,Office Supplies,Storage,Notebook,3,0.0,380.52,58.63
ORD-00314,2023-03-02,2023-03-04,Customer 016,Home Office,West,California,Los Angeles,Office Supplies,Storage,Notebook,7,0.2,787.81,-51.32
ORD-00315,2023-11-23,2023-11-26,Customer 109,Corporate,Central,Illinois,Chicago,Technology,Phones,Printer,9,0.05,4352.81,613.56
ORD-00316,2024-07-20,2024-07-23,Customer 169,Corporate,South,Tennessee,Nashville,Furniture,Tables,Office Chair,6,0.05,3302.49,253.62
ORD-00317,2024-11-11,2024-11-14,Customer 191,Corporate,South,Georgia,Atlanta,Office Supplies,Binders,Notebook,4,0.15,140.64,2.52
ORD-00318,2023-02-25,2023-02-26,Customer 218,Home Office,West,Oregon,Portland,Office Supplies,Envelopes,Printer Paper,2,0.05,134.34,16.66
ORD-00319,2025-09-19,2025-09-22,Customer 017,Consumer,East,New Jersey,Newark,Furniture,Chairs,Office Chair,8,0.1,3579.24,69.33
ORD-00320,2023-04-27,2023-04-29,Customer 014,Home Office,South,Georgia,Atlanta,Office Supplies,Labels,Binder,8,0.1,961.01,108.23
ORD-00321,2023-06-06,2023-06-10,Customer 225,Consumer,South,Virginia,Richmond,Furniture,Bookcases,Bookshelf,5,0.05,610.28,31.91
ORD-00322,2025-03-20,2025-03-23,Customer 152,Consumer,Central,Texas,Houston,Furniture,Furnishings,Bookshelf,7,0.05,4718.89,365.72
ORD-00323,2025-04-01,2025-04-02,Customer 045,Corporate,East,Pennsylvania,Philadelphia,Technology,Copiers,Smartphone,7,0.1,2934.39,413.61
ORD-00324,2024-12-24,2024-12-27,Customer 228,Consumer,South,Tennessee,Nashville,Furniture,Tables,Conference Table,10,0.0,4645.81,459.36
ORD-00325,2025-01-15,2025-01-16,Customer 134,Corporate,West,Colorado,Denver,Office Supplies,Envelopes,Storage Box,4,0.2,607.27,-11.58
ORD-00326,2023-10-05,2023-10-07,Customer 192,Consumer,West,Oregon,Portland,Office Supplies,Labels,Printer Paper,3,0.15,79.09,1.0
ORD-00327,2024-01-13,2024-01-18,Customer 238,Consumer,Central,Missouri,St. Louis,Technology,Machines,Keyboard,10,0.1,1344.35,135.45
ORD-00328,2024-06-29,2024-06-30,Customer 130,Consumer,South,Florida,Miami,Technology,Accessories,Monitor,7,0.2,4242.17,-96.07
ORD-00329,2025-11-01,2025-11-02,Customer 240,Consumer,Central,Missouri,St. Louis,Office Supplies,Binders,Storage Box,8,0.0,1232.61,213.91
ORD-00330,2025-09-07,2025-09-12,Customer 242,Corporate,East,Massachusetts,Boston,Office Supplies,Binders,Notebook,6,0.0,478.16,52.32
ORD-00331,2025-07-08,2025-07-11,Customer 170,Consumer,East,New Jersey,Newark,Furniture,Chairs,Office Chair,8,0.2,4085.6,-73.74
ORD-00332,2024-06-27,2024-06-29,Customer 226,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Binders,Storage Box,7,0.0,683.55,107.05
ORD-00333,2024-08-18,2024-08-21,Customer 147,Home Office,South,Tennessee,Nashville,Furniture,Tables,Cabinet,5,0.3,3163.5,-768.01
ORD-00334,2023-07-29,2023-08-03,Customer 029,Consumer,West,Washington,Seattle,Office Supplies,Envelopes,Notebook,2,0.05,348.21,52.63
ORD-00335,2023-03-31,2023-04-03,Customer 032,Corporate,East,Massachusetts,Boston,Office Supplies,Art,Storage Box,5,0.1,763.19,97.48
ORD-00336,2025-02-21,2025-02-26,Customer 228,Consumer,West,Oregon,Portland,Office Supplies,Labels,Notebook,2,0.0,234.37,42.47
ORD-00337,2024-12-10,2024-12-11,Customer 153,Consumer,East,Massachusetts,Boston,Office Supplies,Labels,Pen Set,1,0.1,25.91,1.58
ORD-00338,2023-10-27,2023-10-31,Customer 058,Home Office,West,California,Los Angeles,Technology,Copiers,Keyboard,6,0.05,2982.69,444.89
ORD-00339,2024-08-12,2024-08-15,Customer 215,Home Office,South,Virginia,Richmond,Office Supplies,Binders,Pen Set,10,0.0,582.77,97.14
ORD-00340,2025-08-29,2025-08-31,Customer 170,Corporate,South,North Carolina,Charlotte,Office Supplies,Labels,Binder,9,0.05,718.41,71.63
ORD-00341,2024-08-10,2024-08-14,Customer 199,Consumer,West,Washington,Seattle,Furniture,Furnishings,Desk,8,0.2,4881.71,-473.95
ORD-00342,2023-08-03,2023-08-05,Customer 214,Corporate,South,North Carolina,Charlotte,Furniture,Bookcases,Office Chair,9,0.1,5065.94,120.24
ORD-00343,2025-05-03,2025-05-05,Customer 158,Consumer,South,Virginia,Richmond,Technology,Machines,Keyboard,10,0.1,9364.6,1295.06
ORD-00344,2023-02-14,2023-02-16,Customer 041,Consumer,East,Massachusetts,Boston,Technology,Copiers,Monitor,7,0.0,713.31,140.91
ORD-00345,2023-08-19,2023-08-24,Customer 189,Corporate,West,Washington,Seattle,Office Supplies,Art,Printer Paper,1,0.0,30.56,5.12
ORD-00346,2023-05-27,2023-05-31,Customer 092,Consumer,Central,Missouri,St. Louis,Office Supplies,Binders,Envelope Pack,1,0.1,115.22,4.4
ORD-00347,2023-05-07,2023-05-11,Customer 230,Consumer,West,California,Los Angeles,Office Supplies,Labels,Binder,9,0.1,1258.07,112.08
ORD-00348,2023-02-24,2023-02-28,Customer 042,Consumer,West,Colorado,Denver,Office Supplies,Envelopes,Printer Paper,1,0.0,180.49,25.39
ORD-00349,2023-11-11,2023-11-15,Customer 152,Corporate,Central,Minnesota,Minneapolis,Technology,Machines,Mouse,1,0.15,221.24,18.34
ORD-00350,2023-01-14,2023-01-19,Customer 163,Home Office,West,California,Los Angeles,Office Supplies,Paper,Notebook,3,0.0,33.87,5.63
ORD-00351,2025-03-05,2025-03-08,Customer 054,Corporate,West,Arizona,Phoenix,Technology,Phones,Keyboard,7,0.15,3618.05,386.35
ORD-00352,2025-07-20,2025-07-22,Customer 204,Consumer,East,Ohio,Columbus,Furniture,Bookcases,Office Chair,3,0.3,740.6,-131.94
ORD-00353,2023-07-13,2023-07-16,Customer 074,Home Office,East,Massachusetts,Boston,Technology,Machines,Printer,9,0.0,3030.28,600.9
ORD-00354,2024-04-07,2024-04-11,Customer 015,Corporate,South,Virginia,Richmond,Furniture,Chairs,Bookshelf,7,0.05,562.04,45.11
ORD-00355,2023-11-22,2023-11-24,Customer 219,Consumer,West,Oregon,Portland,Office Supplies,Envelopes,Binder,1,0.0,26.5,5.6
ORD-00356,2024-12-17,2024-12-20,Customer 078,Consumer,East,Massachusetts,Boston,Office Supplies,Storage,Printer Paper,5,0.1,270.24,5.93
ORD-00357,2024-10-28,2024-10-29,Customer 202,Consumer,East,New York,New York,Technology,Phones,Smartphone,4,0.0,1031.15,235.63
ORD-00358,2023-12-19,2023-12-20,Customer 237,Corporate,Central,Missouri,St. Louis,Technology,Copiers,Keyboard,7,0.0,1516.48,398.03
ORD-00359,2025-12-25,2025-12-26,Customer 113,Corporate,East,Massachusetts,Boston,Furniture,Tables,Office Chair,7,0.2,3215.33,-460.97
ORD-00360,2023-02-18,2023-02-22,Customer 087,Corporate,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Desk,5,0.1,1564.42,-20.06
ORD-00361,2023-08-13,2023-08-16,Customer 187,Home Office,West,Washington,Seattle,Furniture,Chairs,Bookshelf,5,0.2,2260.4,-62.85
ORD-00362,2024-07-03,2024-07-08,Customer 097,Corporate,South,Georgia,Atlanta,Office Supplies,Paper,Printer Paper,6,0.0,950.2,158.52
ORD-00363,2025-09-19,2025-09-24,Customer 009,Home Office,West,Washington,Seattle,Technology,Machines,Smartphone,3,0.1,1763.62,256.08
ORD-00364,2023-09-15,2023-09-17,Customer 237,Consumer,West,Colorado,Denver,Office Supplies,Paper,Storage Box,5,0.05,345.78,41.39
ORD-00365,2023-09-12,2023-09-16,Customer 102,Consumer,East,New Jersey,Newark,Technology,Machines,Laptop,3,0.0,2331.03,433.97
ORD-00366,2024-03-31,2024-04-01,Customer 138,Corporate,Central,Missouri,St. Louis,Technology,Accessories,Keyboard,4,0.1,2033.13,202.36
ORD-00367,2024-05-16,2024-05-20,Customer 220,Home Office,East,New Jersey,Newark,Technology,Machines,Laptop,6,0.05,658.63,107.23
ORD-00368,2025-04-19,2025-04-24,Customer 006,Consumer,Central,Illinois,Chicago,Furniture,Bookcases,Desk,9,0.05,3855.45,418.18
ORD-00369,2024-09-28,2024-09-30,Customer 216,Consumer,Central,Illinois,Chicago,Technology,Accessories,Smartphone,5,0.05,1852.35,333.87
ORD-00370,2025-09-08,2025-09-12,Customer 011,Corporate,East,New Jersey,Newark,Technology,Machines,Smartphone,4,0.0,2868.48,623.2
ORD-00371,2024-12-05,2024-12-07,Customer 199,Consumer,West,Oregon,Portland,Office Supplies,Labels,Binder,2,0.15,184.19,10.01
