Order ID,Order Date,Ship Date,Category,Sub-Category,Product Name,Region,State,City,Quantity,Discount,Sales,Profit
ORD-0353,2025-06-09,2025-06-13,Office Supplies,Storage,Storage Product 5,East,Massachusetts,Los Angeles,3,0.15,404.66,44.48
ORD-0028,2025-06-10,2025-06-11,Furniture,Bookcases,Bookcases Product 1,South,Florida,Los Angeles,4,0.1,341.36,32.18
ORD-0255,2025-06-10,2025-06-11,Technology,Accessories,Accessories Product 1,Central,Texas,Houston,2,0.0,708.37,94.78
ORD-0054,2025-06-12,2025-06-13,Office Supplies,Binders,Binders Product 10,Central,Illinois,Houston,2,0.15,454.64,41.66
ORD-0477,2025-06-12,2025-06-13,Technology,Phones,Phones Product 2,Central,Texas,Dallas,2,0.0,345.24,69.7
ORD-0176,2025-06-13,2025-06-16,Furniture,Bookcases,Bookcases Product 6,West,California,Atlanta,3,0.05,2494.47,254.32
ORD-0123,2025-06-13,2025-06-18,Technology,Accessories,Accessories Product 8,South,Virginia,Dallas,3,0.05,3194.03,421.83
ORD-0213,2025-06-13,2025-06-17,Furniture,Chairs,Chairs Product 3,West,Washington,Los Angeles,6,0.2,2770.68,73.99
ORD-0211,2025-06-15,2025-06-19,Furniture,Furnishings,Furnishings Product 14,Central,Texas,Seattle,2,0.1,1350.56,108.96
ORD-0445,2025-06-16,2025-06-19,Furniture,Bookcases,Bookcases Product 5,Central,Ohio,Atlanta,4,0.05,2056.92,286.57
ORD-0298,2025-06-16,2025-06-21,Office Supplies,Paper,Paper Product 8,East,Pennsylvania,Chicago,7,0.15,942.41,61.9
ORD-0289,2025-06-17,2025-06-22,Technology,Accessories,Accessories Product 12,East,New York,Los Angeles,5,0.2,2877.87,321.32
ORD-0364,2025-06-18,2025-06-19,Furniture,Bookcases,Bookcases Product 11,Central,Michigan,Atlanta,2,0.2,1241.13,75.36
ORD-0380,2025-06-18,2025-06-21,Furniture,Tables,Tables Product 1,West,Nevada,Miami,1,0.0,685.07,99.02
ORD-0407,2025-06-20,2025-06-25,Technology,Phones,Phones Product 11,West,Washington,Los Angeles,7,0.2,1361.99,164.99
ORD-0018,2025-06-21,2025-06-22,Furniture,Chairs,Chairs Product 14,West,Oregon,Seattle,1,0.15,238.16,10.17
ORD-0012,2025-06-21,2025-06-26,Office Supplies,Binders,Binders Product 15,South,Florida,New York,1,0.1,175.4,31.43
ORD-0411,2025-06-22,2025-06-27,Office Supplies,Labels,Labels Product 11,South,Florida,Los Angeles,6,0.15,717.26,82.03
ORD-0250,2025-06-23,2025-06-24,Technology,Printers,Printers Product 4,East,New York,Miami,7,0.15,5794.13,479.77
ORD-0033,2025-06-23,2025-06-26,Office Supplies,Binders,Binders Product 10,East,Massachusetts,Dallas,6,0.05,217.63,33.43
ORD-0144,2025-06-25,2025-06-29,Office Supplies,Binders,Binders Product 5,South,Virginia,Houston,4,0.2,492.17,20.35
ORD-0264,2025-06-25,2025-06-26,Office Supplies,Labels,Labels Product 12,South,Florida,Dallas,6,0.1,292.2,34.08
ORD-0079,2025-06-29,2025-07-03,Technology,Printers,Printers Product 7,West,Oregon,Houston,6,0.05,2465.94,352.8
ORD-0106,2025-06-29,2025-07-02,Office Supplies,Binders,Binders Product 6,South,Florida,Atlanta,1,0.2,105.19,16.63
ORD-0412,2025-07-01,2025-07-04,Furniture,Chairs,Chairs Product 12,Central,Ohio,New York,7,0.15,4033.94,385.28
ORD-0231,2025-07-02,2025-07-04,Furniture,Bookcases,Bookcases Product 9,East,Massachusetts,Los Angeles,6,0.15,805.34,54.46
ORD-0063,2025-07-05,2025-07-09,Furniture,Furnishings,Furnishings Product 11,South,Georgia,Dallas,5,0.0,1340.52,123.21
ORD-0240,2025-07-05,2025-07-08,Office Supplies,Binders,Binders Product 10,South,Virginia,Houston,4,0.05,443.88,57.84
ORD-0317,2025-07-07,2025-07-09,Office Supplies,Paper,Paper Product 15,West,Nevada,Dallas,4,0.1,723.52,117.4
ORD-0167,2025-07-07,2025-07-11,Furniture,Bookcases,Bookcases Product 13,Central,Ohio,Los Angeles,6,0.15,3467.51,111.99
ORD-0009,2025-07-07,2025-07-08,Technology,Printers,Printers Product 9,East,New York,Chicago,7,0.2,4942.78,351.62
ORD-0372,2025-07-08,2025-07-09,Furniture,Tables,Tables Product 1,West,Washington,Seattle,5,0.1,719.83,73.48
ORD-0050,2025-07-09,2025-07-10,Technology,Accessories,Accessories Product 3,South,Tennessee,Atlanta,7,0.2,5087.71,436.47
ORD-0147,2025-07-10,2025-07-15,Technology,Phones,Phones Product 10,West,Washington,Chicago,5,0.1,4921.37,508.79
ORD-0272,2025-07-10,2025-07-13,Technology,Printers,Printers Product 9,Central,Ohio,Dallas,7,0.2,3413.27,614.25
ORD-0356,2025-07-12,2025-07-17,Office Supplies,Paper,Paper Product 4,West,California,Seattle,5,0.0,304.07,61.22
ORD-0360,2025-07-14,2025-07-18,Furniture,Bookcases,Bookcases Product 2,Central,Texas,Los Angeles,7,0.2,884.48,96.59
ORD-0466,2025-07-14,2025-07-18,Furniture,Bookcases,Bookcases Product 9,Central,Michigan,Houston,7,0.1,4414.91,183.98
ORD-0397,2025-07-15,2025-07-20,Office Supplies,Storage,Storage Product 13,South,Florida,Los Angeles,2,0.0,556.25,79.02
ORD-0478,2025-07-17,2025-07-18,Furniture,Bookcases,Bookcases Product 14,West,Washington,Chicago,4,0.0,2465.65,331.16
ORD-0246,2025-07-17,2025-07-19,Furniture,Furnishings,Furnishings Product 5,South,Tennessee,Atlanta,7,0.0,6249.07,935.28
ORD-0158,2025-07-18,2025-07-20,Office Supplies,Storage,Storage Product 3,East,New Jersey,Chicago,5,0.15,814.32,49.57
ORD-0226,2025-07-19,2025-07-22,Technology,Accessories,Accessories Product 8,West,Nevada,Houston,5,0.1,1190.11,217.13
ORD-0225,2025-07-19,2025-07-22,Office Supplies,Binders,Binders Product 5,South,Virginia,Miami,7,0.2,424.59,65.61
ORD-0128,2025-07-19,2025-07-21,Office Supplies,Paper,Paper Product 9,East,Pennsylvania,Miami,7,0.1,519.14,64.12
ORD-0276,2025-07-20,2025-07-23,Furniture,Bookcases,Bookcases Product 12,Central,Illinois,New York,6,0.0,4610.15,819.76
ORD-0125,2025-07-20,2025-07-22,Technology,Laptops,Laptops Product 9,East,New York,Los Angeles,5,0.1,2810.61,384.83
ORD-0456,2025-07-21,2025-07-22,Office Supplies,Labels,Labels Product 4,Central,Texas,Chicago,4,0.0,937.32,91.18
ORD-0366,2025-07-21,2025-07-22,Technology,Printers,Printers Product 11,Central,Ohio,Atlanta,6,0.0,1067.44,149.82
ORD-0471,2025-07-22,2025-07-27,Technology,Printers,Printers Product 8,West,Nevada,Atlanta,5,0.2,4925.3,323.44
ORD-0021,2025-07-22,2025-07-26,Furniture,Furnishings,Furnishings Product 2,Central,Michigan,Atlanta,6,0.2,1838.96,71.83
ORD-0315,2025-07-23,2025-07-26,Furniture,Tables,Tables Product 3,South,Georgia,Houston,6,0.0,4437.83,414.72
ORD-0074,2025-07-24,2025-07-25,Technology,Laptops,Laptops Product 7,East,New York,Seattle,3,0.1,1167.28,189.04
ORD-0450,2025-07-25,2025-07-26,Office Supplies,Labels,Labels Product 11,East,New York,Miami,3,0.15,212.44,36.95
ORD-0170,2025-07-26,2025-07-28,Office Supplies,Paper,Paper Product 13,West,Washington,Atlanta,6,0.2,406.69,38.54
ORD-0418,2025-07-26,2025-07-29,Furniture,Furnishings,Furnishings Product 10,East,Pennsylvania,New York,2,0.15,913.75,84.67
ORD-0464,2025-07-27,2025-07-31,Technology,Accessories,Accessories Product 15,South,Tennessee,Dallas,3,0.0,2283.9,296.39
ORD-0314,2025-07-27,2025-07-30,Technology,Accessories,Accessories Product 6,East,New York,Atlanta,6,0.1,6369.33,1365.51
ORD-0157,2025-07-27,2025-08-01,Technology,Printers,Printers Product 5,South,Georgia,Atlanta,1,0.0,883.36,109.44
ORD-0152,2025-07-29,2025-08-02,Technology,Laptops,Laptops Product 11,East,Pennsylvania,New York,5,0.15,5637.94,1175.64
ORD-0105,2025-07-29,2025-08-02,Technology,Laptops,Laptops Product 11,Central,Illinois,Seattle,3,0.1,2157.65,459.08
ORD-0064,2025-07-31,2025-08-05,Furniture,Bookcases,Bookcases Product 6,West,California,Los Angeles,5,0.1,2584.27,174.48
ORD-0363,2025-07-31,2025-08-04,Office Supplies,Storage,Storage Product 12,East,New York,Houston,7,0.15,457.08,19.52
ORD-0399,2025-08-01,2025-08-02,Furniture,Tables,Tables Product 6,Central,Michigan,Los Angeles,5,0.1,3694.13,163.71
ORD-0232,2025-08-01,2025-08-04,Furniture,Tables,Tables Product 10,South,Georgia,Chicago,1,0.2,507.44,35.28
ORD-0491,2025-08-02,2025-08-06,Furniture,Bookcases,Bookcases Product 9,Central,Ohio,Houston,6,0.05,5011.7,319.52
ORD-0078,2025-08-02,2025-08-03,Technology,Laptops,Laptops Product 10,West,Oregon,Los Angeles,7,0.2,1458.1,263.97
ORD-0108,2025-08-03,2025-08-04,Technology,Accessories,Accessories Product 13,West,Nevada,Houston,6,0.2,3485.59,592.44
ORD-0140,2025-08-03,2025-08-08,Furniture,Chairs,Chairs Product 11,West,Washington,Atlanta,2,0.0,1609.41,275.74
ORD-0036,2025-08-03,2025-08-05,Office Supplies,Labels,Labels Product 10,East,New Jersey,Dallas,2,0.2,327.82,24.9
ORD-0008,2025-08-03,2025-08-05,Furniture,Bookcases,Bookcases Product 15,South,Virginia,Dallas,5,0.2,2028.34,254.23
ORD-0205,2025-08-03,2025-08-07,Furniture,Bookcases,Bookcases Product 8,East,New Jersey,Seattle,3,0.05,1112.5,101.3
ORD-0312,2025-08-07,2025-08-12,Office Supplies,Binders,Binders Product 3,West,Oregon,Houston,7,0.15,762.79,120.79
ORD-0220,2025-08-07,2025-08-09,Technology,Laptops,Laptops Product 8,Central,Illinois,Miami,5,0.05,3396.65,699.88
ORD-0197,2025-08-08,2025-08-09,Office Supplies,Binders,Binders Product 13,East,New York,Miami,2,0.05,144.67,14.06
ORD-0473,2025-08-08,2025-08-13,Office Supplies,Binders,Binders Product 8,West,Oregon,Dallas,7,0.05,1963.31,203.9
ORD-0459,2025-08-09,2025-08-14,Office Supplies,Storage,Storage Product 13,West,California,Dallas,6,0.05,1472.78,271.59
ORD-0499,2025-08-09,2025-08-10,Furniture,Chairs,Chairs Product 7,Central,Illinois,Miami,7,0.15,2158.37,135.93
ORD-0086,2025-08-11,2025-08-12,Office Supplies,Labels,Labels Product 14,West,Nevada,Dallas,3,0.15,688.54,84.79
ORD-0149,2025-08-12,2025-08-14,Furniture,Chairs,Chairs Product 12,West,Nevada,Atlanta,1,0.0,148.96,14.77
ORD-0447,2025-08-12,2025-08-17,Office Supplies,Storage,Storage Product 6,South,Virginia,Los Angeles,1,0.0,46.54,5.0
ORD-0498,2025-08-12,2025-08-15,Technology,Laptops,Laptops Product 7,Central,Michigan,Seattle,4,0.2,3416.29,199.86
ORD-0145,2025-08-12,2025-08-15,Technology,Phones,Phones Product 13,East,Pennsylvania,Houston,3,0.05,2413.11,539.27
ORD-0020,2025-08-12,2025-08-16,Furniture,Tables,Tables Product 10,South,Georgia,Atlanta,2,0.2,1319.64,51.13
ORD-0088,2025-08-13,2025-08-18,Furniture,Tables,Tables Product 14,South,Virginia,Chicago,1,0.05,649.54,72.15
ORD-0084,2025-08-14,2025-08-15,Technology,Laptops,Laptops Product 1,South,Georgia,Dallas,6,0.2,2303.41,287.32
ORD-0267,2025-08-15,2025-08-18,Furniture,Tables,Tables Product 12,East,New Jersey,Houston,4,0.05,887.98,133.62
ORD-0457,2025-08-15,2025-08-16,Technology,Laptops,Laptops Product 13,Central,Texas,Chicago,7,0.15,6946.87,658.74
ORD-0460,2025-08-15,2025-08-17,Office Supplies,Binders,Binders Product 15,South,Florida,Los Angeles,5,0.1,591.25,56.73
ORD-0124,2025-08-15,2025-08-18,Technology,Laptops,Laptops Product 2,South,Virginia,Chicago,3,0.2,3086.56,546.2
ORD-0134,2025-08-15,2025-08-20,Technology,Phones,Phones Product 14,East,Pennsylvania,Dallas,5,0.0,1222.7,124.01
ORD-0252,2025-08-16,2025-08-17,Technology,Laptops,Laptops Product 5,South,Florida,Houston,2,0.1,351.68,29.68
ORD-0336,2025-08-16,2025-08-20,Furniture,Furnishings,Furnishings Product 15,South,Florida,New York,1,0.15,97.03,6.81
ORD-0208,2025-08-19,2025-08-21,Technology,Phones,Phones Product 13,East,New York,Chicago,4,0.15,4478.91,688.74
ORD-0233,2025-08-21,2025-08-25,Furniture,Bookcases,Bookcases Product 11,Central,Texas,Chicago,6,0.2,2525.25,218.0
ORD-0321,2025-08-21,2025-08-24,Technology,Accessories,Accessories Product 9,West,Oregon,Los Angeles,3,0.2,1070.45,58.93
ORD-0003,2025-08-24,2025-08-28,Technology,Printers,Printers Product 12,East,New Jersey,Houston,7,0.05,1204.54,200.21
ORD-0135,2025-08-24,2025-08-29,Technology,Printers,Printers Product 1,West,Nevada,Dallas,1,0.15,1256.74,223.37
ORD-0091,2025-08-24,2025-08-26,Office Supplies,Paper,Paper Product 12,West,Washington,Chicago,3,0.0,385.41,81.17
ORD-0209,2025-08-25,2025-08-26,Furniture,Furnishings,Furnishings Product 1,West,Oregon,Seattle,3,0.0,1125.94,79.4
ORD-0386,2025-08-25,2025-08-27,Office Supplies,Paper,Paper Product 2,East,Pennsylvania,Los Angeles,6,0.0,1134.01,208.11
ORD-0118,2025-08-25,2025-08-29,Technology,Laptops,Laptops Product 10,West,Nevada,Seattle,6,0.1,3744.59,403.31
ORD-0398,2025-08-25,2025-08-27,Office Supplies,Binders,Binders Product 1,South,Tennessee,Los Angeles,5,0.15,421.86,71.9
ORD-0121,2025-08-25,2025-08-27,Furniture,Bookcases,Bookcases Product 5,South,Georgia,Chicago,5,0.0,3126.65,253.4
ORD-0463,2025-08-26,2025-08-28,Furniture,Bookcases,Bookcases Product 8,East,Pennsylvania,New York,1,0.05,137.49,13.84
ORD-0455,2025-08-26,2025-08-27,Office Supplies,Paper,Paper Product 8,South,Georgia,Houston,5,0.2,999.96,53.9
ORD-0029,2025-08-26,2025-08-29,Office Supplies,Storage,Storage Product 2,East,Massachusetts,Miami,3,0.1,488.87,93.89
ORD-0500,2025-08-27,2025-08-29,Office Supplies,Storage,Storage Product 5,East,New Jersey,Chicago,4,0.05,909.15,79.33
ORD-0344,2025-08-29,2025-08-30,Office Supplies,Paper,Paper Product 2,East,New Jersey,Seattle,1,0.1,251.89,31.39
ORD-0014,2025-08-29,2025-09-03,Technology,Accessories,Accessories Product 15,Central,Michigan,Atlanta,6,0.2,2757.03,348.17
ORD-0151,2025-08-30,2025-09-01,Furniture,Furnishings,Furnishings Product 6,South,Tennessee,Chicago,4,0.0,3427.14,274.05
ORD-0432,2025-08-30,2025-09-03,Office Supplies,Labels,Labels Product 2,South,Georgia,Miami,6,0.05,1160.81,214.44
ORD-0199,2025-08-30,2025-08-31,Furniture,Chairs,Chairs Product 7,East,Massachusetts,Chicago,4,0.05,780.7,59.12
ORD-0221,2025-08-30,2025-09-03,Office Supplies,Paper,Paper Product 1,West,California,Houston,5,0.2,769.99,44.54
ORD-0309,2025-09-03,2025-09-04,Office Supplies,Binders,Binders Product 8,West,Oregon,Chicago,4,0.2,153.25,21.56
ORD-0401,2025-09-04,2025-09-06,Office Supplies,Labels,Labels Product 14,Central,Texas,Los Angeles,6,0.15,53.95,7.72
ORD-0269,2025-09-05,2025-09-07,Furniture,Tables,Tables Product 9,South,Florida,Chicago,3,0.15,386.29,42.02
ORD-0044,2025-09-07,2025-09-11,Technology,Printers,Printers Product 8,East,Pennsylvania,Atlanta,5,0.2,5640.56,705.95
ORD-0245,2025-09-08,2025-09-09,Office Supplies,Labels,Labels Product 1,West,Oregon,Chicago,6,0.2,1115.09,147.98
ORD-0032,2025-09-10,2025-09-11,Office Supplies,Labels,Labels Product 10,West,Nevada,Atlanta,3,0.05,346.78,64.73
ORD-0047,2025-09-10,2025-09-15,Technology,Printers,Printers Product 10,Central,Illinois,Seattle,1,0.05,263.62,50.07
ORD-0013,2025-09-12,2025-09-14,Furniture,Bookcases,Bookcases Product 12,West,California,Seattle,7,0.05,1928.34,100.95
ORD-0112,2025-09-12,2025-09-15,Office Supplies,Storage,Storage Product 3,South,Virginia,New York,7,0.2,88.01,3.92
ORD-0280,2025-09-12,2025-09-16,Office Supplies,Labels,Labels Product 1,East,New Jersey,Houston,5,0.1,904.77,81.72
ORD-0156,2025-09-14,2025-09-17,Technology,Accessories,Accessories Product 1,South,Georgia,New York,2,0.2,932.8,148.0
ORD-0201,2025-09-15,2025-09-17,Technology,Phones,Phones Product 6,West,Washington,Los Angeles,2,0.1,937.13,154.21
ORD-0247,2025-09-16,2025-09-17,Technology,Printers,Printers Product 11,West,Washington,Seattle,6,0.2,889.75,47.72
ORD-0089,2025-09-16,2025-09-18,Office Supplies,Storage,Storage Product 12,South,Florida,New York,2,0.2,40.05,3.09
ORD-0318,2025-09-17,2025-09-21,Office Supplies,Paper,Paper Product 13,East,New Jersey,Miami,3,0.1,345.76,22.21
ORD-0494,2025-09-20,2025-09-24,Office Supplies,Storage,Storage Product 13,Central,Ohio,Dallas,7,0.15,287.21,32.84
ORD-0196,2025-09-20,2025-09-23,Furniture,Furnishings,Furnishings Product 13,South,Tennessee,Chicago,5,0.05,3557.34,328.42
ORD-0006,2025-09-21,2025-09-25,Office Supplies,Labels,Labels Product 2,Central,Michigan,Houston,4,0.05,75.9,14.79
ORD-0216,2025-09-23,2025-09-24,Office Supplies,Storage,Storage Product 7,Central,Texas,New York,2,0.2,114.25,11.18
ORD-0066,2025-09-24,2025-09-27,Technology,Laptops,Laptops Product 1,South,Virginia,Los Angeles,6,0.1,5141.21,679.33
ORD-0046,2025-09-25,2025-09-29,Technology,Phones,Phones Product 13,Central,Ohio,Houston,2,0.1,1208.23,264.82
ORD-0070,2025-09-25,2025-09-26,Furniture,Tables,Tables Product 1,Central,Ohio,Seattle,6,0.1,4046.96,611.73
ORD-0429,2025-09-25,2025-09-26,Office Supplies,Storage,Storage Product 14,West,Oregon,Houston,2,0.15,260.61,42.49
ORD-0433,2025-09-25,2025-09-29,Technology,Accessories,Accessories Product 8,Central,Ohio,Atlanta,6,0.1,4126.02,733.83
ORD-0448,2025-09-27,2025-10-02,Office Supplies,Paper,Paper Product 11,West,Nevada,Seattle,7,0.0,1378.83,154.67
ORD-0037,2025-09-28,2025-10-02,Furniture,Chairs,Chairs Product 12,South,Georgia,Miami,1,0.2,300.29,7.58
ORD-0492,2025-09-29,2025-10-01,Furniture,Tables,Tables Product 6,East,Massachusetts,New York,5,0.1,2477.88,203.55
ORD-0271,2025-09-29,2025-10-03,Office Supplies,Storage,Storage Product 12,Central,Texas,Chicago,4,0.0,163.36,20.27
ORD-0307,2025-09-30,2025-10-02,Technology,Accessories,Accessories Product 3,East,Massachusetts,Chicago,6,0.0,6850.08,993.76
ORD-0159,2025-09-30,2025-10-04,Furniture,Bookcases,Bookcases Product 15,West,Washington,Miami,1,0.0,577.99,51.85
ORD-0453,2025-09-30,2025-10-03,Furniture,Furnishings,Furnishings Product 10,West,California,Atlanta,3,0.2,770.49,29.63
ORD-0349,2025-09-30,2025-10-05,Office Supplies,Paper,Paper Product 10,Central,Texas,Seattle,2,0.05,548.03,77.0
ORD-0193,2025-10-02,2025-10-05,Office Supplies,Labels,Labels Product 13,West,California,Miami,5,0.15,167.5,18.51
ORD-0439,2025-10-03,2025-10-07,Office Supplies,Labels,Labels Product 3,East,New Jersey,New York,4,0.2,83.25,13.48
ORD-0416,2025-10-04,2025-10-06,Technology,Printers,Printers Product 12,Central,Ohio,New York,5,0.2,4132.32,757.74
ORD-0444,2025-10-05,2025-10-06,Furniture,Chairs,Chairs Product 15,South,Georgia,Los Angeles,3,0.15,1719.99,157.23
ORD-0442,2025-10-05,2025-10-07,Office Supplies,Labels,Labels Product 8,Central,Michigan,Atlanta,4,0.2,481.65,34.84
ORD-0270,2025-10-06,2025-10-09,Office Supplies,Storage,Storage Product 14,East,New Jersey,New York,5,0.15,807.79,74.18
ORD-0261,2025-10-06,2025-10-09,Furniture,Furnishings,Furnishings Product 11,Central,Illinois,Atlanta,3,0.2,1809.9,100.72
ORD-0117,2025-10-07,2025-10-09,Office Supplies,Labels,Labels Product 3,East,New Jersey,Chicago,3,0.0,129.39,20.6
ORD-0202,2025-10-07,2025-10-12,Technology,Accessories,Accessories Product 14,West,California,New York,2,0.05,614.33,63.35
ORD-0376,2025-10-10,2025-10-14,Technology,Printers,Printers Product 14,East,New York,New York,5,0.0,3528.67,847.76
ORD-0373,2025-10-10,2025-10-13,Technology,Printers,Printers Product 12,Central,Texas,Los Angeles,6,0.1,4325.71,401.31
ORD-0337,2025-10-10,2025-10-12,Technology,Printers,Printers Product 5,South,Georgia,Chicago,7,0.0,6487.11,723.04
ORD-0017,2025-10-10,2025-10-13,Office Supplies,Binders,Binders Product 9,West,California,Los Angeles,1,0.1,120.48,20.42
ORD-0052,2025-10-11,2025-10-16,Technology,Phones,Phones Product 5,Central,Michigan,Los Angeles,3,0.05,4082.86,939.43
ORD-0260,2025-10-11,2025-10-15,Office Supplies,Paper,Paper Product 1,West,Nevada,Seattle,1,0.1,210.5,12.38
ORD-0073,2025-10-12,2025-10-16,Office Supplies,Binders,Binders Product 4,Central,Texas,Houston,2,0.0,105.3,22.08
ORD-0154,2025-10-12,2025-10-17,Office Supplies,Binders,Binders Product 11,East,New Jersey,Seattle,1,0.2,227.08,10.06
ORD-0424,2025-10-14,2025-10-17,Office Supplies,Labels,Labels Product 3,South,Virginia,Houston,3,0.2,581.74,72.37
ORD-0297,2025-10-15,2025-10-18,Furniture,Tables,Tables Product 10,South,Tennessee,Seattle,7,0.0,5280.7,860.27
ORD-0069,2025-10-15,2025-10-17,Technology,Printers,Printers Product 2,East,New York,Los Angeles,7,0.05,1418.51,181.29
ORD-0097,2025-10-16,2025-10-19,Technology,Phones,Phones Product 10,West,California,New York,2,0.2,312.43,42.33
ORD-0324,2025-10-17,2025-10-21,Office Supplies,Labels,Labels Product 1,East,Pennsylvania,Atlanta,3,0.0,146.43,24.62
ORD-0465,2025-10-17,2025-10-18,Office Supplies,Binders,Binders Product 10,West,California,Atlanta,6,0.05,370.07,25.24
ORD-0113,2025-10-18,2025-10-22,Technology,Printers,Printers Product 4,Central,Michigan,Seattle,6,0.1,2582.73,473.52
ORD-0425,2025-10-18,2025-10-22,Office Supplies,Storage,Storage Product 5,South,Florida,Houston,3,0.1,44.56,4.7
ORD-0487,2025-10-18,2025-10-23,Office Supplies,Paper,Paper Product 11,South,Georgia,Dallas,7,0.1,1792.72,199.05
ORD-0189,2025-10-18,2025-10-20,Technology,Phones,Phones Product 14,West,California,Dallas,3,0.05,1301.92,128.21
ORD-0495,2025-10-19,2025-10-24,Furniture,Bookcases,Bookcases Product 15,West,Oregon,Houston,4,0.15,2550.65,342.16
ORD-0434,2025-10-20,2025-10-23,Furniture,Tables,Tables Product 8,West,California,Seattle,6,0.05,4353.14,542.44
ORD-0119,2025-10-20,2025-10-24,Furniture,Chairs,Chairs Product 9,West,Washington,Atlanta,5,0.05,451.63,71.0
ORD-0019,2025-10-22,2025-10-25,Technology,Laptops,Laptops Product 1,South,Tennessee,Miami,1,0.0,821.29,119.2
ORD-0435,2025-10-23,2025-10-26,Office Supplies,Binders,Binders Product 7,South,Tennessee,Houston,4,0.15,261.56,44.65
ORD-0440,2025-10-23,2025-10-27,Technology,Laptops,Laptops Product 10,West,Nevada,Dallas,3,0.2,388.21,28.47
ORD-0262,2025-10-24,2025-10-26,Furniture,Furnishings,Furnishings Product 10,South,Tennessee,Chicago,7,0.0,3875.39,527.63
ORD-0034,2025-10-26,2025-10-29,Furniture,Tables,Tables Product 2,West,Nevada,Los Angeles,2,0.05,1256.48,143.04
ORD-0191,2025-10-27,2025-10-31,Technology,Laptops,Laptops Product 11,South,Florida,Atlanta,7,0.05,5277.03,773.9
ORD-0306,2025-10-27,2025-11-01,Technology,Laptops,Laptops Product 3,Central,Michigan,Houston,1,0.15,1080.72,155.87
ORD-0182,2025-10-28,2025-11-02,Furniture,Furnishings,Furnishings Product 1,Central,Michigan,Miami,4,0.05,751.28,120.41
ORD-0469,2025-10-29,2025-10-30,Furniture,Chairs,Chairs Product 11,Central,Illinois,Seattle,2,0.2,957.5,76.63
ORD-0286,2025-10-29,2025-10-30,Technology,Phones,Phones Product 10,West,Washington,Los Angeles,4,0.15,737.19,138.22
ORD-0098,2025-10-30,2025-11-04,Technology,Laptops,Laptops Product 13,East,New York,Atlanta,7,0.2,7239.18,500.4
ORD-0190,2025-10-31,2025-11-01,Technology,Accessories,Accessories Product 12,West,Washington,Dallas,5,0.05,6144.96,1380.38
ORD-0493,2025-10-31,2025-11-02,Technology,Printers,Printers Product 11,Central,Ohio,Atlanta,4,0.05,4149.28,589.68
ORD-0222,2025-11-04,2025-11-06,Office Supplies,Paper,Paper Product 4,South,Virginia,Atlanta,6,0.15,444.44,28.17
ORD-0218,2025-11-04,2025-11-09,Office Supplies,Labels,Labels Product 4,West,California,Atlanta,6,0.05,344.21,54.83
ORD-0451,2025-11-04,2025-11-06,Office Supplies,Paper,Paper Product 4,Central,Texas,Miami,6,0.2,984.49,59.93
ORD-0095,2025-11-05,2025-11-08,Technology,Accessories,Accessories Product 8,Central,Illinois,Miami,3,0.1,3709.09,625.48
ORD-0395,2025-11-06,2025-11-08,Furniture,Furnishings,Furnishings Product 9,Central,Texas,New York,1,0.1,92.89,5.59
ORD-0007,2025-11-06,2025-11-08,Furniture,Tables,Tables Product 14,East,New Jersey,Chicago,4,0.05,401.57,59.66
ORD-0122,2025-11-06,2025-11-08,Furniture,Tables,Tables Product 13,East,Pennsylvania,Seattle,4,0.1,2466.68,110.84
ORD-0295,2025-11-07,2025-11-08,Furniture,Furnishings,Furnishings Product 7,Central,Ohio,Los Angeles,5,0.0,2766.52,180.51
ORD-0114,2025-11-07,2025-11-12,Technology,Laptops,Laptops Product 3,West,Washington,Atlanta,7,0.0,9520.37,970.6
ORD-0067,2025-11-07,2025-11-10,Technology,Phones,Phones Product 5,East,New York,New York,7,0.2,7377.3,1268.42
ORD-0341,2025-11-08,2025-11-09,Furniture,Furnishings,Furnishings Product 1,West,Oregon,Houston,7,0.15,5312.69,466.66
ORD-0369,2025-11-09,2025-11-14,Office Supplies,Binders,Binders Product 6,Central,Texas,Miami,5,0.0,447.4,86.34
ORD-0362,2025-11-09,2025-11-10,Office Supplies,Binders,Binders Product 10,West,Washington,Los Angeles,6,0.2,869.88,33.57
ORD-0254,2025-11-09,2025-11-11,Furniture,Furnishings,Furnishings Product 5,South,Tennessee,Miami,5,0.1,2184.64,333.26
ORD-0400,2025-11-09,2025-11-14,Technology,Laptops,Laptops Product 14,Central,Texas,Chicago,7,0.2,940.18,88.74
ORD-0035,2025-11-09,2025-11-12,Technology,Printers,Printers Product 7,West,Nevada,Seattle,6,0.15,5088.05,466.27
ORD-0490,2025-11-10,2025-11-14,Office Supplies,Paper,Paper Product 2,East,New Jersey,Seattle,1,0.1,97.88,16.41
ORD-0481,2025-11-10,2025-11-13,Office Supplies,Labels,Labels Product 12,South,Florida,Miami,7,0.15,987.44,80.41
ORD-0227,2025-11-10,2025-11-13,Technology,Phones,Phones Product 12,South,Florida,Dallas,4,0.1,2785.06,623.12
ORD-0390,2025-11-10,2025-11-12,Office Supplies,Paper,Paper Product 6,East,Massachusetts,Miami,6,0.05,1044.0,157.41
ORD-0130,2025-11-11,2025-11-14,Technology,Accessories,Accessories Product 2,South,Tennessee,Seattle,6,0.15,7266.27,971.01
