Order_ID,Order_Date,Category,Sub_Category,Region,Segment,City,Quantity,Discount,Sales,Profit
ORD-10103,2025-01-05,Technology,Accessories,Central,Consumer,Atlanta,8,0.0,1608.7,445.48
ORD-10239,2025-01-05,Office Supplies,Paper,West,Corporate,New York,5,0.15,512.26,66.26
ORD-10335,2025-01-06,Technology,Phones,Central,Corporate,Chicago,8,0.1,2774.04,535.91
ORD-10306,2025-01-08,Office Supplies,Storage,East,Home Office,Dallas,8,0.05,782.66,88.23
ORD-10392,2025-01-10,Furniture,Bookcases,West,Corporate,Houston,1,0.0,161.49,22.69
ORD-10382,2025-01-11,Office Supplies,Binders,West,Corporate,Atlanta,5,0.15,332.77,31.62
ORD-10020,2025-01-12,Technology,Phones,East,Corporate,Houston,9,0.1,1695.98,291.44
ORD-10214,2025-01-12,Technology,Accessories,South,Home Office,Chicago,9,0.1,1912.58,141.07
ORD-10406,2025-01-14,Office Supplies,Paper,Central,Consumer,Houston,5,0.05,527.79,79.87
ORD-10117,2025-01-14,Office Supplies,Paper,West,Corporate,New York,6,0.1,446.55,40.52
ORD-10155,2025-01-15,Office Supplies,Storage,Central,Corporate,Chicago,3,0.0,303.66,32.45
ORD-10163,2025-01-20,Office Supplies,Paper,East,Consumer,Boston,8,0.2,574.78,28.86
ORD-10051,2025-01-20,Office Supplies,Binders,Central,Home Office,Seattle,7,0.1,378.87,53.58
ORD-10386,2025-01-23,Office Supplies,Storage,Central,Home Office,Boston,9,0.1,768.66,37.2
ORD-10122,2025-01-25,Office Supplies,Paper,West,Corporate,Chicago,2,0.15,141.68,32.87
ORD-10324,2025-01-25,Technology,Computers,Central,Corporate,Atlanta,2,0.2,295.17,56.95
ORD-10469,2025-01-29,Technology,Phones,East,Home Office,Dallas,7,0.1,1379.28,311.0
ORD-10005,2025-01-30,Technology,Phones,East,Consumer,Houston,5,0.1,1113.94,285.11
ORD-10167,2025-01-30,Furniture,Bookcases,Central,Consumer,Los Angeles,6,0.05,1120.75,101.93
ORD-10356,2025-01-31,Office Supplies,Storage,East,Consumer,New York,7,0.15,726.97,138.93
ORD-10401,2025-02-02,Technology,Phones,South,Home Office,Seattle,1,0.3,70.88,8.79
ORD-10321,2025-02-04,Furniture,Bookcases,West,Consumer,Houston,4,0.0,713.29,139.9
ORD-10228,2025-02-04,Furniture,Bookcases,South,Corporate,New York,6,0.15,958.39,132.04
ORD-10336,2025-02-05,Technology,Phones,Central,Corporate,Chicago,5,0.15,1364.14,145.95
ORD-10029,2025-02-08,Furniture,Chairs,Central,Corporate,Dallas,3,0.0,478.62,81.04
ORD-10254,2025-02-09,Technology,Computers,Central,Home Office,Seattle,7,0.15,1571.35,256.69
ORD-10027,2025-02-10,Technology,Phones,West,Home Office,Seattle,6,0.3,407.47,-0.59
ORD-10367,2025-02-17,Office Supplies,Storage,West,Consumer,Los Angeles,9,0.15,442.11,41.03
ORD-10371,2025-02-19,Technology,Accessories,South,Home Office,Houston,3,0.0,1109.46,77.06
ORD-10136,2025-02-21,Furniture,Bookcases,South,Consumer,Seattle,3,0.2,652.01,-26.93
ORD-10054,2025-02-21,Office Supplies,Paper,South,Home Office,Seattle,9,0.2,675.42,22.49
ORD-10442,2025-02-22,Office Supplies,Art,West,Corporate,Los Angeles,3,0.15,160.97,13.81
ORD-10032,2025-02-23,Technology,Computers,Central,Home Office,Chicago,6,0.0,1423.17,223.42
ORD-10099,2025-02-27,Technology,Accessories,East,Corporate,New York,3,0.2,492.83,47.51
ORD-10361,2025-03-01,Furniture,Chairs,Central,Home Office,Dallas,2,0.1,396.49,126.61
ORD-10390,2025-03-04,Office Supplies,Art,East,Home Office,New York,1,0.1,74.88,16.99
ORD-10095,2025-03-04,Office Supplies,Paper,West,Consumer,Los Angeles,6,0.1,321.84,51.29
ORD-10038,2025-03-06,Technology,Accessories,East,Corporate,Los Angeles,4,0.0,1188.58,86.34
ORD-10398,2025-03-07,Furniture,Bookcases,South,Home Office,Boston,9,0.1,1874.58,346.03
ORD-10286,2025-03-10,Technology,Computers,Central,Consumer,Chicago,5,0.05,1312.78,130.55
ORD-10088,2025-03-10,Office Supplies,Paper,West,Corporate,New York,6,0.1,395.73,21.72
ORD-10042,2025-03-11,Furniture,Bookcases,West,Home Office,Dallas,4,0.2,499.74,68.53
ORD-10380,2025-03-15,Technology,Phones,East,Corporate,Seattle,1,0.1,139.81,27.72
ORD-10408,2025-03-15,Technology,Phones,East,Corporate,Boston,7,0.1,1834.37,174.44
ORD-10199,2025-03-17,Office Supplies,Binders,East,Corporate,Houston,5,0.1,214.64,19.77
ORD-10126,2025-03-18,Furniture,Bookcases,Central,Home Office,New York,8,0.05,1576.6,44.64
ORD-10337,2025-03-18,Office Supplies,Art,East,Consumer,Los Angeles,3,0.05,112.07,11.9
ORD-10363,2025-03-25,Furniture,Chairs,Central,Consumer,Boston,6,0.15,1390.0,87.18
ORD-10268,2025-03-25,Office Supplies,Paper,East,Corporate,Boston,6,0.15,313.65,47.51
ORD-10143,2025-03-27,Furniture,Tables,Central,Consumer,Houston,4,0.05,651.95,138.46
ORD-10477,2025-03-29,Technology,Accessories,South,Consumer,Los Angeles,7,0.1,1709.09,249.67
ORD-10226,2025-03-30,Technology,Computers,West,Corporate,Houston,8,0.2,1687.09,258.53
ORD-10115,2025-04-02,Office Supplies,Art,Central,Consumer,New York,8,0.0,716.41,70.07
ORD-10013,2025-04-04,Office Supplies,Storage,Central,Home Office,Dallas,1,0.0,103.9,10.98
ORD-10023,2025-04-06,Technology,Computers,Central,Consumer,Dallas,9,0.1,1774.46,342.62
ORD-10465,2025-04-07,Office Supplies,Paper,West,Consumer,Dallas,6,0.0,506.45,78.64
ORD-10310,2025-04-10,Technology,Accessories,Central,Consumer,Dallas,2,0.1,406.7,-1.63
ORD-10260,2025-04-11,Technology,Computers,West,Corporate,Atlanta,8,0.15,1907.47,227.79
ORD-10147,2025-04-13,Office Supplies,Paper,South,Home Office,Dallas,7,0.1,609.44,109.19
ORD-10072,2025-04-13,Technology,Phones,East,Corporate,Houston,5,0.0,1228.91,396.7
ORD-10165,2025-04-15,Technology,Accessories,South,Corporate,Atlanta,5,0.05,1209.95,73.97
ORD-10053,2025-04-19,Office Supplies,Storage,South,Corporate,Seattle,8,0.0,218.78,41.54
ORD-10120,2025-04-20,Furniture,Tables,West,Corporate,Atlanta,8,0.2,869.22,84.24
ORD-10229,2025-04-20,Office Supplies,Storage,Central,Consumer,Los Angeles,9,0.0,875.16,235.81
ORD-10080,2025-04-20,Technology,Phones,South,Corporate,Houston,8,0.2,1601.55,434.62
ORD-10332,2025-04-21,Office Supplies,Paper,West,Corporate,Atlanta,3,0.1,172.8,12.97
ORD-10375,2025-04-21,Technology,Phones,Central,Corporate,Boston,6,0.1,1795.36,90.54
ORD-10096,2025-04-21,Furniture,Chairs,West,Consumer,Houston,9,0.1,805.81,188.73
ORD-10287,2025-04-22,Furniture,Chairs,West,Corporate,Dallas,4,0.2,728.74,173.51
ORD-10265,2025-04-26,Office Supplies,Storage,West,Home Office,Atlanta,9,0.15,468.62,70.57
ORD-10305,2025-04-29,Office Supplies,Storage,West,Corporate,Houston,9,0.05,935.63,152.36
ORD-10315,2025-05-03,Office Supplies,Storage,South,Corporate,Atlanta,5,0.15,290.61,60.32
ORD-10441,2025-05-04,Technology,Accessories,Central,Corporate,New York,7,0.05,1775.13,179.06
ORD-10338,2025-05-04,Office Supplies,Storage,South,Home Office,New York,6,0.15,208.49,28.08
ORD-10142,2025-05-05,Technology,Phones,Central,Consumer,Seattle,9,0.15,2025.92,306.29
ORD-10262,2025-05-05,Office Supplies,Binders,Central,Home Office,Dallas,3,0.1,149.36,8.84
ORD-10424,2025-05-07,Furniture,Chairs,West,Corporate,Seattle,3,0.05,627.63,195.07
ORD-10360,2025-05-07,Furniture,Tables,East,Home Office,Chicago,9,0.0,1420.52,3.81
ORD-10196,2025-05-08,Furniture,Tables,East,Corporate,Los Angeles,9,0.2,1701.69,339.94
ORD-10296,2025-05-11,Furniture,Tables,West,Home Office,Atlanta,3,0.05,752.58,47.27
ORD-10353,2025-05-11,Office Supplies,Paper,Central,Corporate,New York,9,0.1,903.44,84.88
ORD-10330,2025-05-12,Technology,Phones,West,Home Office,Los Angeles,6,0.3,1052.94,-57.01
ORD-10282,2025-05-12,Furniture,Tables,East,Consumer,Chicago,3,0.15,144.38,7.34
ORD-10144,2025-05-14,Technology,Phones,Central,Consumer,Seattle,5,0.15,688.03,-8.17
ORD-10173,2025-05-14,Furniture,Bookcases,East,Home Office,New York,7,0.0,830.86,89.8
ORD-10269,2025-05-15,Furniture,Tables,West,Consumer,Boston,7,0.1,790.0,103.55
ORD-10064,2025-05-15,Furniture,Chairs,East,Consumer,Houston,3,0.2,296.09,49.43
ORD-10106,2025-05-16,Technology,Accessories,South,Consumer,Seattle,3,0.05,877.44,105.23
ORD-10430,2025-05-20,Technology,Computers,West,Corporate,Dallas,9,0.0,1834.17,649.92
ORD-10174,2025-05-20,Technology,Accessories,South,Corporate,Dallas,5,0.05,407.19,46.73
ORD-10263,2025-05-21,Technology,Phones,South,Corporate,Dallas,4,0.2,527.57,97.61
ORD-10244,2025-05-26,Furniture,Chairs,Central,Corporate,Atlanta,4,0.2,363.28,14.35
ORD-10160,2025-05-28,Office Supplies,Art,East,Corporate,Seattle,1,0.15,118.12,14.87
ORD-10354,2025-05-30,Technology,Computers,West,Consumer,Los Angeles,1,0.0,317.66,15.53
ORD-10432,2025-05-31,Office Supplies,Binders,East,Consumer,Atlanta,2,0.3,130.98,-10.22
ORD-10327,2025-06-02,Furniture,Tables,South,Corporate,Los Angeles,8,0.0,1421.56,132.63
ORD-10464,2025-06-04,Furniture,Tables,Central,Corporate,Boston,5,0.2,884.4,157.89
ORD-10188,2025-06-04,Furniture,Tables,South,Home Office,Boston,5,0.05,629.71,120.79
ORD-10437,2025-06-04,Technology,Computers,South,Consumer,Boston,3,0.0,716.35,140.99
ORD-10162,2025-06-06,Office Supplies,Storage,Central,Corporate,Boston,7,0.05,750.12,93.85
ORD-10289,2025-06-07,Technology,Phones,Central,Home Office,Houston,1,0.15,238.87,20.24
ORD-10187,2025-06-09,Office Supplies,Paper,East,Consumer,Houston,2,0.05,204.01,31.44
ORD-10341,2025-06-09,Furniture,Tables,Central,Corporate,New York,3,0.2,404.3,57.54
ORD-10352,2025-06-10,Office Supplies,Paper,Central,Corporate,Boston,7,0.15,526.75,16.01
ORD-10056,2025-06-12,Office Supplies,Binders,East,Home Office,Houston,5,0.15,42.5,-4.36
ORD-10168,2025-06-15,Technology,Accessories,West,Corporate,Boston,6,0.0,699.68,0.28
ORD-10309,2025-06-20,Office Supplies,Art,Central,Consumer,Seattle,3,0.15,179.34,23.66
ORD-10048,2025-06-20,Furniture,Bookcases,East,Consumer,Los Angeles,8,0.2,1335.06,329.11
ORD-10467,2025-06-20,Technology,Accessories,Central,Corporate,Houston,4,0.2,1250.35,229.25
ORD-10316,2025-06-21,Office Supplies,Paper,South,Consumer,New York,3,0.1,27.0,3.86
ORD-10459,2025-06-24,Technology,Accessories,South,Home Office,Houston,9,0.1,2488.87,549.09
ORD-10366,2025-06-29,Furniture,Chairs,West,Corporate,Seattle,1,0.3,177.25,10.61
ORD-10156,2025-07-01,Technology,Accessories,South,Corporate,Houston,3,0.2,906.41,145.5
ORD-10258,2025-07-01,Office Supplies,Art,South,Corporate,Atlanta,4,0.15,102.29,4.79
ORD-10189,2025-07-05,Furniture,Tables,Central,Home Office,New York,3,0.1,251.94,36.06
ORD-10232,2025-07-11,Furniture,Bookcases,East,Home Office,Boston,8,0.0,2061.19,260.56
ORD-10084,2025-07-14,Technology,Accessories,South,Home Office,Seattle,6,0.1,1672.27,431.3
ORD-10417,2025-07-17,Technology,Accessories,West,Home Office,Chicago,2,0.1,543.24,69.8
ORD-10035,2025-07-20,Office Supplies,Storage,South,Consumer,Boston,9,0.3,760.96,-10.74
ORD-10491,2025-07-21,Furniture,Tables,West,Consumer,Chicago,8,0.1,1314.93,230.9
ORD-10295,2025-07-22,Technology,Accessories,West,Consumer,New York,5,0.05,1410.82,29.76
ORD-10418,2025-07-24,Furniture,Chairs,South,Home Office,New York,2,0.2,378.22,82.7
ORD-10314,2025-07-24,Office Supplies,Art,South,Home Office,Atlanta,4,0.2,259.93,18.19
ORD-10440,2025-07-26,Technology,Accessories,West,Consumer,Dallas,9,0.1,979.57,123.94
ORD-10421,2025-07-28,Office Supplies,Storage,West,Home Office,Chicago,4,0.0,318.52,104.84
ORD-10046,2025-07-28,Office Supplies,Paper,Central,Corporate,Seattle,6,0.15,342.35,91.23
ORD-10233,2025-07-29,Furniture,Tables,South,Home Office,Houston,7,0.05,606.22,13.4
ORD-10387,2025-07-30,Technology,Phones,South,Consumer,Boston,9,0.3,1126.83,70.98
ORD-10131,2025-08-01,Furniture,Chairs,Central,Corporate,Atlanta,7,0.05,825.83,191.8
ORD-10452,2025-08-02,Furniture,Chairs,East,Corporate,Houston,9,0.2,1908.88,-20.61
ORD-10419,2025-08-06,Office Supplies,Paper,West,Corporate,Dallas,4,0.0,387.48,50.63
ORD-10400,2025-08-07,Office Supplies,Binders,West,Home Office,Atlanta,3,0.1,177.64,6.67
ORD-10215,2025-08-10,Office Supplies,Storage,South,Home Office,Los Angeles,7,0.2,454.66,47.26
ORD-10102,2025-08-12,Office Supplies,Art,Central,Home Office,Los Angeles,8,0.0,359.98,62.46
ORD-10299,2025-08-14,Office Supplies,Paper,East,Home Office,Boston,4,0.1,382.49,41.1
ORD-10177,2025-08-15,Office Supplies,Paper,Central,Home Office,Atlanta,4,0.0,127.5,28.96
ORD-10481,2025-08-15,Office Supplies,Binders,East,Corporate,Chicago,4,0.05,235.13,49.94
ORD-10333,2025-08-16,Technology,Computers,West,Corporate,Boston,4,0.15,894.93,82.14
ORD-10216,2025-08-21,Technology,Accessories,East,Corporate,Dallas,6,0.1,875.66,50.87
ORD-10476,2025-08-24,Office Supplies,Art,East,Corporate,Seattle,9,0.05,573.12,89.33
ORD-10049,2025-08-24,Furniture,Bookcases,East,Home Office,Seattle,4,0.1,718.69,152.55
ORD-10134,2025-08-26,Furniture,Bookcases,Central,Consumer,Chicago,9,0.0,2057.18,306.22
ORD-10019,2025-08-26,Furniture,Bookcases,Central,Corporate,Chicago,6,0.0,559.6,33.27
ORD-10372,2025-08-30,Technology,Computers,South,Consumer,Houston,4,0.1,345.42,19.46
ORD-10133,2025-08-31,Technology,Computers,East,Consumer,Dallas,7,0.0,3003.06,280.13
ORD-10224,2025-09-01,Furniture,Chairs,East,Consumer,Chicago,3,0.0,606.8,81.42
ORD-10454,2025-09-01,Office Supplies,Binders,West,Corporate,Seattle,1,0.05,39.88,4.81
ORD-10202,2025-09-01,Technology,Computers,West,Home Office,Atlanta,6,0.15,1898.25,232.68
ORD-10291,2025-09-04,Technology,Computers,West,Corporate,Boston,1,0.0,160.98,37.27
ORD-10028,2025-09-04,Furniture,Bookcases,South,Home Office,Boston,7,0.1,1186.82,244.06
ORD-10339,2025-09-06,Furniture,Chairs,West,Corporate,Atlanta,4,0.15,584.06,-18.92
ORD-10008,2025-09-07,Office Supplies,Art,East,Home Office,Dallas,4,0.3,148.28,15.94
ORD-10277,2025-09-07,Office Supplies,Binders,East,Home Office,Los Angeles,4,0.0,225.15,64.77
ORD-10011,2025-09-07,Technology,Phones,West,Consumer,Seattle,2,0.1,683.53,20.17
ORD-10456,2025-09-08,Furniture,Chairs,East,Home Office,New York,5,0.0,894.17,167.56
ORD-10344,2025-09-11,Furniture,Tables,South,Consumer,Boston,7,0.3,976.35,153.88
ORD-10031,2025-09-13,Office Supplies,Binders,West,Consumer,Boston,8,0.0,746.48,138.13
ORD-10252,2025-09-14,Furniture,Tables,Central,Consumer,Los Angeles,1,0.1,185.29,7.14
ORD-10010,2025-09-14,Office Supplies,Binders,East,Consumer,Dallas,7,0.3,575.55,43.49
ORD-10154,2025-09-15,Furniture,Bookcases,East,Corporate,Dallas,7,0.15,1341.86,-63.53
ORD-10217,2025-09-20,Furniture,Tables,West,Home Office,New York,1,0.2,187.15,21.67
ORD-10326,2025-09-20,Office Supplies,Storage,Central,Home Office,Los Angeles,1,0.1,101.74,4.83
ORD-10078,2025-09-21,Technology,Computers,South,Corporate,New York,1,0.0,200.92,58.32
ORD-10180,2025-09-23,Technology,Computers,Central,Consumer,Los Angeles,5,0.1,993.81,200.07
ORD-10231,2025-09-25,Office Supplies,Storage,East,Corporate,Houston,1,0.2,76.75,3.38
ORD-10458,2025-09-26,Furniture,Bookcases,West,Consumer,Houston,1,0.05,167.29,46.5
ORD-10057,2025-10-01,Technology,Accessories,Central,Corporate,New York,2,0.15,543.13,60.25
ORD-10274,2025-10-02,Office Supplies,Art,East,Consumer,Seattle,3,0.2,206.95,0.55
ORD-10114,2025-10-04,Office Supplies,Paper,South,Corporate,Atlanta,8,0.2,579.86,89.9
ORD-10111,2025-10-05,Technology,Accessories,West,Home Office,Atlanta,4,0.05,987.6,106.53
ORD-10221,2025-10-07,Office Supplies,Storage,Central,Home Office,New York,4,0.2,246.67,41.71
ORD-10460,2025-10-10,Technology,Phones,Central,Corporate,Atlanta,7,0.15,1490.54,217.26
ORD-10313,2025-10-16,Technology,Accessories,West,Consumer,Los Angeles,5,0.1,1649.38,250.76
ORD-10420,2025-10-21,Office Supplies,Binders,Central,Consumer,Boston,1,0.2,87.34,18.33
ORD-10037,2025-10-22,Technology,Computers,West,Corporate,Seattle,8,0.1,1266.12,103.57
ORD-10302,2025-10-22,Furniture,Bookcases,East,Home Office,Seattle,2,0.1,217.33,50.62
ORD-10069,2025-10-23,Technology,Phones,South,Home Office,Boston,9,0.1,764.59,108.63
ORD-10253,2025-10-25,Office Supplies,Paper,West,Corporate,Seattle,6,0.1,653.01,120.83
ORD-10060,2025-10-25,Furniture,Bookcases,Central,Corporate,Houston,7,0.15,949.83,233.37
ORD-10397,2025-10-26,Office Supplies,Paper,South,Corporate,Seattle,7,0.15,599.17,34.53
ORD-10198,2025-10-27,Office Supplies,Storage,South,Consumer,Seattle,9,0.05,988.53,249.51
ORD-10070,2025-10-27,Office Supplies,Binders,Central,Corporate,Houston,1,0.1,55.5,10.62
ORD-10045,2025-10-27,Technology,Phones,West,Consumer,Seattle,7,0.1,1372.02,-107.68
ORD-10092,2025-10-31,Office Supplies,Storage,South,Home Office,New York,5,0.1,448.57,27.95
ORD-10393,2025-10-31,Furniture,Chairs,East,Home Office,New York,8,0.05,1865.66,323.51
ORD-10150,2025-11-03,Technology,Phones,East,Home Office,Chicago,2,0.15,403.94,-21.93
ORD-10245,2025-11-06,Technology,Accessories,East,Corporate,Boston,4,0.1,168.69,24.9
ORD-10212,2025-11-07,Office Supplies,Binders,West,Corporate,Houston,3,0.2,131.4,13.6
ORD-10110,2025-11-08,Technology,Computers,East,Consumer,Los Angeles,4,0.3,689.63,149.69
ORD-10012,2025-11-13,Office Supplies,Paper,South,Consumer,Houston,3,0.0,199.59,27.12
ORD-10227,2025-11-15,Office Supplies,Storage,South,Home Office,Los Angeles,7,0.2,465.36,-16.47
ORD-10329,2025-11-18,Furniture,Chairs,South,Corporate,New York,8,0.1,1428.75,158.22
ORD-10480,2025-11-18,Furniture,Chairs,South,Home Office,Seattle,6,0.1,1073.98,194.55
ORD-10436,2025-11-19,Office Supplies,Storage,West,Corporate,Houston,2,0.15,136.23,21.59
ORD-10388,2025-11-19,Technology,Computers,East,Consumer,Houston,8,0.1,2262.41,439.5
ORD-10076,2025-11-19,Office Supplies,Binders,South,Corporate,Atlanta,6,0.15,621.28,103.51
ORD-10443,2025-11-20,Furniture,Tables,South,Corporate,Dallas,4,0.3,659.98,-16.83
ORD-10237,2025-11-23,Technology,Phones,South,Corporate,Chicago,9,0.05,1782.37,313.3
ORD-10378,2025-11-27,Technology,Computers,Central,Consumer,Seattle,8,0.0,2994.9,567.74
ORD-10489,2025-11-28,Office Supplies,Art,West,Home Office,Chicago,4,0.1,369.66,29.52
ORD-10158,2025-11-30,Office Supplies,Storage,Central,Home Office,Chicago,8,0.1,716.63,42.54
ORD-10082,2025-12-01,Office Supplies,Art,South,Consumer,Boston,9,0.0,673.84,136.27
ORD-10230,2025-12-02,Office Supplies,Storage,South,Consumer,Boston,4,0.05,243.87,27.8
ORD-10236,2025-12-05,Office Supplies,Art,West,Corporate,Atlanta,4,0.2,158.15,16.73
ORD-10399,2025-12-05,Office Supplies,Binders,South,Corporate,Chicago,7,0.15,407.59,2.6
ORD-10164,2025-12-07,Furniture,Chairs,West,Consumer,Atlanta,5,0.1,894.44,65.94
ORD-10161,2025-12-09,Furniture,Bookcases,Central,Corporate,Seattle,1,0.15,108.32,-0.39
ORD-10307,2025-12-10,Furniture,Bookcases,West,Consumer,New York,7,0.15,1469.88,-176.35
ORD-10407,2025-12-10,Furniture,Chairs,South,Corporate,Atlanta,1,0.05,193.31,29.53
ORD-10063,2025-12-10,Office Supplies,Binders,West,Consumer,Seattle,1,0.0,83.69,7.51
ORD-10416,2025-12-11,Furniture,Tables,Central,Corporate,Houston,2,0.1,280.6,11.85
ORD-10320,2025-12-11,Technology,Computers,South,Corporate,New York,9,0.05,1633.98,136.24
ORD-10271,2025-12-13,Office Supplies,Art,South,Consumer,New York,9,0.0,833.07,202.06
ORD-10178,2025-12-14,Furniture,Tables,South,Home Office,New York,6,0.15,1327.65,39.82
ORD-10184,2025-12-21,Office Supplies,Binders,East,Home Office,New York,4,0.1,218.17,21.66
ORD-10357,2025-12-22,Technology,Computers,South,Home Office,Houston,6,0.2,682.78,106.42
ORD-10089,2025-12-23,Office Supplies,Paper,East,Consumer,Atlanta,6,0.1,376.59,5.44
ORD-10026,2025-12-26,Office Supplies,Binders,West,Consumer,Boston,8,0.1,474.28,13.09
ORD-10182,2025-12-27,Technology,Computers,South,Home Office,Los Angeles,3,0.1,106.26,21.89
ORD-10331,2025-12-27,Furniture,Tables,West,Corporate,Seattle,9,0.05,1502.91,1.42
ORD-10203,2025-12-27,Technology,Accessories,Central,Home Office,Los Angeles,3,0.15,971.97,109.68
ORD-10304,2025-12-27,Office Supplies,Storage,Central,Corporate,Dallas,6,0.1,519.25,59.29
ORD-10435,2025-12-27,Technology,Accessories,Central,Consumer,Seattle,3,0.1,626.66,137.35
ORD-10222,2025-12-31,Furniture,Tables,West,Consumer,New York,2,0.15,389.51,51.78
